node1; node2; key; weight; label; text1; text2
f6b2d1aa6da5a2de5ad0d7b36d58aeef;a024a6593be5a9f2b2a1f3c123e3fdd4;subimage;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;a024a6593be5a9f2b2a1f3c123e3fdd4;ocr;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;c77593f4e3346762065b80190616298a;full_image_query;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;c77593f4e3346762065b80190616298a;related_text;0.41666666666666663;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;c77593f4e3346762065b80190616298a;subimage;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;c77593f4e3346762065b80190616298a;ocr;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;ec49440ab870af62c72ce209274cbe8a;full_image_query;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;ec49440ab870af62c72ce209274cbe8a;related_text;0.41666666666666663;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;ec49440ab870af62c72ce209274cbe8a;subimage;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;ec49440ab870af62c72ce209274cbe8a;ocr;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;17cb56817baa0e2200f7f048bbf4f466;full_image_query;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;17cb56817baa0e2200f7f048bbf4f466;related_text;0.3333333333333333;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;17cb56817baa0e2200f7f048bbf4f466;subimage;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;17cb56817baa0e2200f7f048bbf4f466;ocr;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;a5df085307a8ad01657ba64116a304e7;full_image_query;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;a5df085307a8ad01657ba64116a304e7;related_text;0.41666666666666663;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;a5df085307a8ad01657ba64116a304e7;subimage;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;a5df085307a8ad01657ba64116a304e7;ocr;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;f56d8fb2d3f3464ea5a9929caacea070;full_image_query;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;f56d8fb2d3f3464ea5a9929caacea070;related_text;0.41666666666666663;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;f56d8fb2d3f3464ea5a9929caacea070;subimage;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;f56d8fb2d3f3464ea5a9929caacea070;ocr;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;535becd715003830b13edca7cdbb59a0;full_image_query;0;;;;
